30256056,0
36060937,1
40443270,2
49507227,3
29558558,4
90338695,5
45858804,6
12538588,7
91037946,8
53121253,9
13203651,10
64456191,11
28132627,12
51220668,13
20889819,14
16805191,15
72412189,16
17018722,17
19772313,18
16285672,19
74324960,20
55806473,21
17433285,22
27253247,23
77413303,24
67306716,25
77318715,26
59339661,27
54176889,28
56182609,29
47494076,30
24654871,31
70549331,32
21280506,33
23195740,34
39634878,35
14704263,36
34736028,37
43975390,38
80479223,39
55289129,40
94584844,41
31574267,42
77020079,43
78422468,44
87485270,45
84729975,46
55630055,47
20161930,48
11547507,49
34993666,50
68135615,51
48873483,52
40248974,53
62831756,54
44059055,55
87372911,56
89539172,57
70367151,58
84848562,59
42408410,60
17687670,61
43956560,62
55316668,63
72716375,64
83248011,65
49518951,66
62203503,67
11719286,68
64173325,69
92249238,70
43487458,71
60143535,72
24844843,73
97755645,74
64802573,75
34420910,76
68734433,77
99093965,78
81500280,79
19153632,80
51496292,81
84010910,82
62626091,83
40513612,84
33945688,85
79231881,86
64716376,87
18249466,88
97122344,89
86899457,90
48187284,91
74816985,92
77070906,93
67737439,94
85635842,95
24358033,96
18947181,97
67662309,98
35185356,99
62165756,100
21465055,101
15638608,102
53920743,103
71621645,104
25074846,105
59574812,106
92480198,107
29308983,108
10649241,109
61815667,110
62783719,111
70668523,112
68652044,113
42990124,114
32263351,115
59662293,116
81601145,117
28556534,118
43886200,119
17126860,120
28648843,121
65437862,122
61625981,123
89192893,124
49453346,125
30956248,126
20118119,127
99952556,128
86316575,129
63805204,130
63235912,131
25882258,132
30957570,133
24948411,134
20915562,135
17725632,136
85330746,137
89015324,138
55448158,139
15743654,140
80405765,141
91528448,142
77979913,143
24228357,144
32271745,145
21258359,146
88852369,147
10507192,148
25831435,149
82829927,150
60174492,151
72090702,152
71035281,153
45353532,154
72962934,155
56316703,156
40294628,157
81185794,158
31972114,159
74854484,160
83044530,161
42486916,162
11136407,163
21461374,164
81090595,165
17760581,166
61294928,167
34041581,168
17458596,169
67426806,170
73953517,171
57970497,172
69995141,173
86756951,174
67849889,175
48970340,176
63853111,177
12665904,178
81117654,179
21950427,180
33672963,181
95823103,182
51785147,183
94743620,184
60134007,185
13271674,186
73364117,187
92876725,188
65131661,189
50317212,190
46179712,191
44705851,192
55523947,193
74125078,194
83025616,195
11967074,196
