6956266,0
6912734,1
6940325,2
6944641,3
6894323,4
6843136,5
6930961,6
4030952,7
6881099,8
6915088,9
6933414,10
6872474,11
6933760,12
6875304,13
6954974,14
6878340,15
6942026,16
6939980,17
6868389,18
6877253,19
6952286,20
6881815,21
6948513,22
6840157,23
6847470,24
6913952,25
6899265,26
6948608,27
6951564,28
6892209,29
6881286,30
6925795,31
6866122,32
6892138,33
6920393,34
6846168,35
6933349,36
6891606,37
6922700,38
6869489,39
6897374,40
6894755,41
6916408,42
6869017,43
6871953,44
6905276,45
6956694,46
6918383,47
6881146,48
6854893,49
6948579,50
6955623,51
6932769,52
6885909,53
6907091,54
6883649,55
6902207,56
6930302,57
6886357,58
6929388,59
6847884,60
6862339,61
6830616,62
6899340,63
6919305,64
6828931,65
6892442,66
6874866,67
6957821,68
6897383,69
6955413,70
6854799,71
6958074,72
6945458,73
6951679,74
6918977,75
6860289,76
6922433,77
6955732,78
6885805,79
2399193,80
6904080,81
6739157,82
6874797,83
6928043,84
6898497,85
6843348,86
6910228,87
6888303,88
6935331,89
6918300,90
6904344,91
6857631,92
6922190,93
6865791,94
6880341,95
6932862,96
6928511,97
6897704,98
6898328,99
6954909,100
6881806,101
6938068,102
6842114,103
6842456,104
6952911,105
6900601,106
6895723,107
6952061,108
6891823,109
6927971,110
6863696,111
6944180,112
6895591,113
6852019,114
6907712,115
6884169,116
6850385,117
6919453,118
6904643,119
6852493,120
6902300,121
6867736,122
6834113,123
6853446,124
6938414,125
6847506,126
6831048,127
6932924,128
6912739,129
6886567,130
6930296,131
6922432,132
6953644,133
6860385,134
6895112,135
6876875,136
6924357,137
6902441,138
6935659,139
6909125,140
6955357,141
6859800,142
6842280,143
6901939,144
6889106,145
6867650,146
6883228,147
6898369,148
6892715,149
6928213,150
6917038,151
6914931,152
6854292,153
6897328,154
6910367,155
6911766,156
6918934,157
6811239,158
6924130,159
6916655,160
6896819,161
6945267,162
6957535,163
6910706,164
6916487,165
6839363,166
6867358,167
6886034,168
6828951,169
1802633,170
6875055,171
6956155,172
6891556,173
6872334,174
6943349,175
6882107,176
6844877,177
6899874,178
6892339,179
6868435,180
6930572,181
6854979,182
6924155,183
6860598,184
6841290,185
6923484,186
6880201,187
6934142,188
6881913,189
6904476,190
6890181,191
6891443,192
6899911,193
6867306,194
6912270,195
6855421,196
6948689,197
6854230,198
6955878,199
6886281,200
6955523,201
6952439,202
6898283,203
6895266,204
6894538,205
6906436,206
6907655,207
6954484,208
6927930,209
6913806,210
6890570,211
6854147,212
6957118,213
6952367,214
6899367,215
6889370,216
6904793,217
6937841,218
6867023,219
6865340,220
6878619,221
6880695,222
6829153,223
6899965,224
6956026,225
6912539,226
6894872,227
6880694,228
6862948,229
6897498,230
6835071,231
6853260,232
6878407,233
6909570,234
6892728,235
6896872,236
6928224,237
4197710,238
6896720,239
6905452,240
6834258,241
6887619,242
6861235,243
6841156,244
6914310,245
6836906,246
6879543,247
6913489,248
6920397,249
6933624,250
